,0
0,76.51662859928112
1,93.80743324798982
2,113.16586939699852
3,92.94525350190474
4,94.8720225147142
5,113.08476894542831
6,94.8720225147142
7,94.19984903274315
8,103.21374783766123
9,77.95518737932542
10,113.08476894542831
11,114.11511373756896
12,113.08476894542831
13,100.85214094077408
14,103.73017971601462
15,95.04057325943873
16,93.94307962170171
17,113.08476894542831
18,94.77299934433432
19,95.04057325943873
20,94.8720225147142
21,94.22172128763503
22,94.19984903274315
23,103.73017971601462
24,112.79146267252526
25,112.79146267252526
26,92.47787078584037
27,93.94307962170171
28,103.4329930572676
29,94.19529014929435
30,93.94307962170171
31,93.88157767552548
32,92.94525350190474
33,93.3778549757339
34,104.298365907983
35,113.41931547016901
36,97.50738874635897
37,112.79146267252526
38,95.91073250643316
39,94.16568131173545
40,103.73017971601462
41,103.73017971601462
42,114.54026218326624
43,93.5678486457892
44,94.12957981710764
45,94.19529014929435
46,112.79146267252526
47,112.79146267252526
48,105.11951151996789
49,92.6516190025277
50,103.73017971601462
51,78.82955193029531
52,95.03597951535824
53,93.94307962170171
54,98.70244951441785
55,93.03404482191547
56,98.70244951441785
57,76.9141144244485
58,98.70244951441785
59,93.80346821263377
60,113.02019201930153
61,123.31271268859734
62,113.02019201930153
63,111.35975134806544
64,103.73017971601462
65,98.70244951441785
66,103.73017971601462
67,103.73017971601462
68,103.73017971601462
69,93.94307962170171
70,93.94307962170171
71,113.02019201930153
72,93.6662861954218
73,112.02680503907322
74,94.1311828929932
75,119.81700405043618
76,113.02019201929153
77,93.94307962170171
78,94.84356066639441
79,113.02019201930153
80,93.94307962170171
81,92.6516190025277
82,93.94307962170171
83,113.45751790406604
84,104.68941240954541
85,99.13848989570926
86,113.45751790406604
87,62.68587536365016
88,113.45751790406604
89,94.70023680261176
90,93.94307962170171
91,113.45751790406604
92,113.45751790406604
93,99.13848989570926
94,94.70023680261176
95,94.92671845843643
96,113.45751790406604
97,103.73017971601462
98,94.70023680261176
99,113.45751790406604
100,113.45751790406604
101,115.77099869492497
102,119.15247032754927
103,103.50136068254926
104,93.94307962170171
105,93.94307962170171
106,111.73362747710871
107,114.84045736781246
108,103.73017971601462
109,114.84045736781246
110,94.92671845843643
111,96.65069634969404
112,96.65069634969404
113,96.65069634969404
114,96.50011663956502
115,97.38295102199481
116,118.61620413456905
117,103.73017971601462
118,110.37374363116506
119,97.38295102199481
120,93.14833773890875
121,103.73017971601462
122,80.12796557182085
123,92.6516190025277
124,103.73017971601462
125,97.38295102199481
126,93.94307962170171
127,98.47389171238456
128,114.45202604472587
129,114.45202604472587
130,92.39488967833609
131,114.45202604472587
132,98.47389171238456
133,98.47389171238456
134,94.10274277082817
135,101.99747360309289
136,114.45202604472587
137,98.47389171238456
138,103.73017971601462
139,89.33876161059243
140,114.45202604472587
141,85.18410611146108
142,98.47389171238456
143,91.32507657573265
144,113.65039724138126
145,107.37870047226579
146,78.90650409230975
147,95.9881614970094
148,93.70708208444506
149,115.66466414929559
150,91.32507657573265
151,112.0052438005106
152,92.39488967833609
153,95.9881614970094
154,115.66466414929559
155,95.48857813939253
156,79.65168093994255
157,113.65039724138126
158,96.08107649471503
159,93.94307962170171
160,109.31846032294436
161,100.99537658536394
162,95.9881614970094
163,103.73017971601462
164,93.49784457735905
165,96.08107649471503
166,93.94307962170171
167,93.49784457735905
168,115.66466414929559
169,96.08107649471503
170,92.6516190025277
171,93.49784457735905
172,104.68941240954541
173,113.65039724138126
174,114.58338533934091
175,92.94525350190474
176,95.31414342500875
177,92.7653700876098
178,94.92671845843643
179,110.38046412166364
180,92.6516190025277
181,103.21374783766123
182,95.31414342500875
183,113.59088015180794
184,96.75786834738324
185,92.6516190025277
186,96.75786834738324
187,103.73017971601462
188,114.58338533934091
189,103.05805845055556
190,112.34007338813213
191,93.94307962170171
192,103.52667850512631
193,93.70708208444506
194,103.73017971601462
195,95.03597951535824
196,96.75786834738324
197,114.58338533934091
198,92.39488967833609
199,114.58338533934091
200,78.13528898560912
201,96.7927912579803
202,92.94525350190474
203,110.29792604404406
204,115.0029856749835
205,115.0029856749835
