,0
0,80.45073263157622
1,91.89348905676277
2,114.68254353144037
3,95.65794033926994
4,99.53320390928572
5,116.84735701200995
6,93.71517243902716
7,97.98772368169618
8,102.08821334799215
9,77.46303489536665
10,114.91135074192803
11,114.36951227192367
12,110.92248928214326
13,119.46111702418267
14,103.77103378599273
15,95.4512274642636
16,91.00124011398043
17,111.81915157275434
18,94.89651193315314
19,88.99282680872868
20,96.21448311484374
21,94.33034619038104
22,93.16694911317936
23,103.73264266445165
24,112.07552444456844
25,111.98221117556056
26,94.88821326784756
27,97.07226529329456
28,103.67310980459129
29,92.98222517764341
30,96.26291136324126
31,94.08348113970798
32,96.22012504855135
33,94.64606333134604
34,103.953319438672
35,110.47903978497705
36,101.34012892864006
37,115.55348648282948
38,95.47513561903835
39,96.52394451379043
40,103.83280512395048
41,102.28650187404152
42,112.20739951431176
43,96.09201594018135
44,92.4226155512883
45,94.57656847493142
46,111.67666165086423
47,110.51568853504315
48,119.41192758571104
49,89.36657132432302
50,104.53625005962823
51,81.41631486430927
52,97.51307300403379
53,91.35364053390927
54,95.24541907295547
55,91.61103181975356
56,95.48677309950818
57,77.73624559156423
58,96.04432813751455
59,93.78456419718806
60,109.88509212789161
61,111.41957932242708
62,114.37952125347876
63,103.83663751898143
64,102.3110929436914
65,95.40949621169604
66,103.95896302788545
67,100.25067764905391
68,103.79461917120882
69,89.872056980565
70,94.50305310120737
71,115.6936751131134
72,97.39851775833941
73,113.9695712068932
74,99.10879030649225
75,112.27462500231351
76,115.35136170012521
77,91.35364053390927
78,92.59770200458489
79,114.29565271836461
80,95.0917766087083
81,93.37751407556615
82,94.66907696112729
83,111.90451630615753
84,101.37202214764123
85,94.8875622460528
86,112.34789076450383
87,81.28180127514963
88,112.79126522285021
89,96.74415326314389
90,93.75438105137088
91,111.87505859356803
92,109.81493014620614
93,100.83337052003648
94,95.23540702261626
95,95.03757591780463
96,111.90451630615753
97,108.75899800192735
98,95.82794663386176
99,112.60513776441614
100,109.95662169164473
101,110.72682459936422
102,113.98444174686662
103,105.05512762890687
104,95.98493366678235
105,90.39510135767857
106,113.54216072238331
107,110.62422634442112
108,104.50336611189644
109,111.7247092053177
110,92.69446274202201
111,95.43725793244124
112,92.14189017860089
113,94.80362123396024
114,96.16204576124464
115,94.32136239016363
116,111.72222620921808
117,104.07537080094059
118,113.54701046488373
119,94.48226507453211
120,95.12940404128544
121,104.07537080094059
122,82.19334154648206
123,92.49205892446949
124,101.02562241549828
125,97.83896869094555
126,92.21356239536912
127,94.7901702190942
128,110.19684631375992
129,110.26367551543744
130,92.43024670795955
131,109.53227007995051
132,94.82999622892673
133,93.17743682294054
134,94.09256882891113
135,100.18425049342866
136,110.96117315917488
137,97.524021086004
138,103.25730748200102
139,98.80729846371621
140,120.17898074221603
141,72.40433408335073
142,94.16731746959054
143,93.60218608788799
144,113.31351757292052
145,115.41250105698094
146,82.6878758004077
147,94.80007797787358
148,94.98002271102435
149,112.59159489595126
150,94.06987170964685
151,115.59393137079363
152,95.96209482703908
153,94.53911733401212
154,113.29523160153035
155,95.17386245888869
156,81.71495636687047
157,110.04189917574739
158,93.17978817071705
159,91.29731123097298
160,111.92960116428738
161,118.34092910313672
162,100.12324584685521
163,103.70534352500368
164,94.47714063671728
165,97.84377331458606
166,92.04010734624063
167,96.63460314528164
168,112.59159489595126
169,94.92933006208006
170,95.71092459723617
171,94.01363220891953
172,102.43286103968808
173,110.43773344583258
174,118.79528884652842
175,100.09014211462727
176,96.55478606312141
177,99.82147880908575
178,94.57664009203377
179,107.89955745624204
180,92.90448020702048
181,103.44305664861498
182,95.91927782416047
183,110.70237400955834
184,93.13718054409514
185,89.39004963273399
186,95.94151610813874
187,99.99402806567385
188,110.08289201475276
189,121.55915738706861
190,113.43703725264363
191,93.98102324276697
192,104.06696231964462
193,99.35856527063872
194,104.61305539658036
195,92.12315543842526
196,95.60892289396888
197,115.21481775219792
198,98.28808936888109
199,110.71620837492723
200,81.58409010124888
201,94.75747035125168
202,93.8123427744869
203,111.55938074877557
204,112.83207883550763
205,113.4852180004563
206,97.70634845460376
207,94.48070863803278
208,105.40074008313776
209,93.79168309097933
210,107.2364063238115
211,100.10080246362345
212,95.81417649796802
213,100.82870186225644
214,101.95564821171676
215,90.12119994715849
216,73.86664763222562
217,93.09457291747322
218,95.50907139677999
219,105.45486616369409
220,96.64840435407162
221,116.46139680980721
222,112.34214781228005
223,106.08824302796731
224,106.28619772251956
225,113.2074057576852
226,96.17548176554672
227,92.29979029606301
228,83.86821727710986
229,89.20886716116841
230,94.84622886058216
231,114.23154630682075
232,109.02873798432289
233,94.62953337224326
234,96.39001349944287
235,95.30771986444726
236,97.08310990403842
237,101.27678745136878
238,93.74614570864158
239,96.630659395108
240,76.6708335646232
241,93.2070690585304
242,105.34570494819314
243,94.69054355998544
244,95.62748078286133
245,109.02873798432289
246,112.4976429693659
247,112.39508099114798
248,94.54553634784229
249,113.39752931204981
250,97.76523107819837
251,96.24967758889734
252,118.49203431286116
253,106.05158950294702
254,98.51854353289772
255,111.47033889654647
256,101.0316922973702
257,94.27251689419143
258,99.84618354187242
259,81.0295254022191
260,106.063625276803
261,112.8808242364313
262,96.45563339548538
263,93.52934686056388
264,104.40609221034263
265,94.74235367079378
266,119.1890078254495
267,94.05622314092479
268,97.29352642289378
269,90.3501374941336
270,93.17196019899134
271,106.18507241332345
272,94.6849001584896
273,95.17738912143814
274,96.70191019357388
275,92.92051479451375
276,96.6438621700311
277,87.50514954020585
278,97.75145875056859
279,93.67304043164847
280,90.09721953213254
281,90.02231175552276
282,113.03070479957692
283,95.12670129929373
284,111.12151023724103
285,111.7407359766362
286,113.68582754733453
287,100.9210743410382
288,93.92291729584615
289,114.36916874066998
290,85.0941548758939
291,94.29731167730141
292,84.7124969927049
293,94.73236281581487
294,90.23360833718884
295,83.02735355137914
296,92.6078737395579
297,104.6610278217791
298,96.8859975327519
299,111.094825576754
300,104.95798185599746
301,120.41444270517042
302,95.60369919020384
303,94.5669957228659
304,98.40293997302807
305,74.19182516724065
306,111.39496851073032
307,96.05889591176351
308,92.60272516931076
309,94.90944890145704
310,106.8755555144451
311,108.47601399629231
312,87.78812528256083
313,93.67526075730198
314,115.57815662552116
315,101.68356822333195
316,110.61003849064262
317,98.16342271573984
318,92.15731103274152
319,91.24767889292154
320,113.27127193011695
321,93.89350991156125
322,96.05417278529035
323,96.20711426983114
324,94.6163904741833
325,93.96164862148323
326,116.95487973305107
327,99.09126987763507
328,110.16973178371939
329,110.54235086959962
330,116.55895454342655
331,110.11632434256491
332,87.73839308512194
333,116.1749516873916
334,93.60142689920498
335,102.8123387965254
336,112.64179166811972
337,95.25284839686385
338,97.53378583519334
339,79.4947229900829
340,105.85317475181083
341,96.87483954929179
342,92.87060561585085
343,115.8648900371004
344,98.10901388085325
345,94.97641945580207
346,113.93434333413165
347,80.83181130359714
348,93.89073836039636
349,93.89073836039636
350,94.18733566487714
351,113.7542559669916
352,109.50291659045803
353,75.01663790975637
354,111.7201835773682
355,97.46782771637804
356,114.18797772947285
357,94.52594131113919
358,110.5656931335975
359,96.31291672678907
360,106.37443171131358
361,91.7208339197445
362,103.81899187395696
363,111.60436418184004
364,89.31691964648533
365,91.8700388234172
366,92.60486939598849
367,92.37971144678448
368,93.59012540301764
369,106.06053882858235
370,103.29082711681039
371,90.55729959815723
372,90.65848427783419
373,88.93586689430595
374,94.93193976315794
375,96.8135354461919
376,114.13786126672272
377,96.6844879094683
378,93.75302762587015
379,90.81408987931725
380,90.81408987931725
381,115.04249293902356
382,94.03314069867913
383,97.47416077242956
384,93.34138031712514
385,105.52029513933451
386,110.56692733181092
387,79.89626007236788
388,93.43717161019528
389,91.41145407955464
390,67.01690680219781
391,92.13688448287172
392,96.68848152065772
393,104.66439577446906
394,111.50593531692417
395,95.31544265470076
396,111.65975948585091
397,96.39810272581141
398,92.83182747175809
399,109.6646810676532
400,105.13375872571547
401,96.75879917548951
402,104.61851542263621
403,99.83873577764726
404,77.88940389838136
405,97.37931089104426
406,98.41234387786565
407,109.08296470878997
408,92.51383974920917
409,84.11158221431175
410,97.06231197909638
411,76.58992255184555
412,114.51081880622455
413,95.770667916814
414,95.60731435972065
415,95.43250083466909
416,96.6662534259464
417,95.35391675680278
418,91.76519169531048
419,95.12565355738231
420,108.02243143998658
421,88.85971551969989
422,98.85788438600335
423,103.09945358311778
424,99.38769747061303
